Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
2264,44.9546,1142441,51357978.1786,802579,36079617.9134
812,334.908,1031111,345327322.788,270012,90429178.896
1358,97.2156,934832,90880253.7792,631177,61360250.761199996
1778,40.8635,1364542,55759962.017000005,146713,5995206.6755
828,45.4532,1160726,52758711.023200005,2146066,97545567.1112
2213,8.07837,1189510,9609301.898699999,237900,1921844.223
1726,65.5195,1226349,80349773.30549999,128850,8442187.575
2054,37.2896,1366101,50941359.8496,65488,2442021.3248
1903,16.1097,821922,13240916.8434,23030,371006.391
509,133.977,1053326,141121457.502,299539,40131336.603
1751,10.0901,1316694,13285574.1294,49423,498683.0123
62,40.4224,1385109,55989430.041600004,294618,11909166.6432
2151,40.7196,1302095,53020787.562,1562759,63634921.3764
239,98.774,1447748,142999860.952,73964,7305720.136
1893,44.3029,673099,29820237.6871,41720,1848316.9880000001
1305,111.513,1101088,122785626.14400001,828330,92369563.29
1673,34.2884,1379720,47308391.248,258545,8865094.378
492,45.4197,901359,40939455.3723,395554,17965944.0138
2249,320.874,1183955,379900376.67,1206653,387183574.722
264,17.7912,1305528,23226909.7536,2196165,39072410.748
2123,26.1783,1104958,28925922.0114,374734,9809899.0722
116,27.1629,1251752,34001214.4008,937373,25461769.0617
1159,18.1708,1380809,25090404.1772,486432,8838858.5856
1270,263.009,1254883,330045522.947,1646551,433057731.95900005
2165,28.2044,1104967,31164931.2548,29153,822242.8732
1152,171.372,1160537,198883546.76400003,662982,113616551.304
792,79.0312,996457,78751192.4584,56848,4492765.6576
1979,51.6033,1050752,54222270.6816,264262,13636791.2646
2185,56.1164,1103324,61914570.9136,2429946,136359821.7144

weighted_avg,NA,NA,2643623262.3539996,NA,1721468044.2740998
weighted_%,NA,NA,0.605628399648785,NA,0.39437160035121505
weighted_total,4365091306.628099
