Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
2264,44.9546,422455167,18991303050.4182
812,334.908,374765218,125511869629.944
1358,97.2156,604252158,58742736091.26479
1778,40.8635,1092292139,44634879822.026505
828,45.4532,1014885482,46129792790.442406
2213,8.07837,450005786,3635313241.4488196
1726,65.5195,304334345,19939834117.227497
2054,37.2896,283997234,10590143256.9664
1903,16.1097,381004154,6137862619.6938
509,133.977,1077729820,144391008094.14
1751,10.0901,361110565,3643641711.9065
62,40.4224,409581663,16556273814.4512
2151,40.7196,970177518,39505240461.9528
239,98.774,268186372,26489840707.928
1893,44.3029,487451477,21595514040.3833
1305,111.513,710661491,79247994845.88301
1673,34.2884,453893613,15563285759.9892
492,45.4197,825874474,37510970846.7378
2249,320.874,422197524,135472208315.97601
264,17.7912,1483955793,26401354304.4216
2123,26.1783,729405874,19094605791.3342
116,27.1629,583728220,15855751267.038
1159,18.1708,341735771,6209612347.6868
1270,263.009,592694039,155883866503.351
2165,28.2044,323022023,9110642345.5012
1152,171.372,386868218,66298380255.09601
792,79.0312,442534423,34974026490.9976
1979,51.6033,480934752,24817820287.8816
2185,56.1164,1620462129,90934501015.8156

weighted_avg,NA,NA,1303870273827.9038
weighted_%,NA,NA,1.0
weighted_total,1303870273827.9038
