Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2264,44.9546,82525,3709878.3649999998,0,0.0
812,334.908,116609,39053286.972,0,0.0
1358,97.2156,385636,37489835.121599995,0,0.0
1778,40.8635,53,2165.7655,0,0.0
828,45.4532,28177,1280734.8164000001,0,0.0
2213,8.07837,1814,14654.16318,0,0.0
1726,65.5195,410,26862.995,0,0.0
2054,37.2896,9739,363163.4144,0,0.0
1903,16.1097,843,13580.4771,0,0.0
509,133.977,239089,32032426.953,0,0.0
1751,10.0901,0,0.0,0,0.0
62,40.4224,21923,886180.2752,0,0.0
2151,40.7196,23032,937853.8271999999,0,0.0
239,98.774,1708,168705.992,0,0.0
1893,44.3029,0,0.0,0,0.0
1305,111.513,550780,61419130.14,0,0.0
1673,34.2884,2251,77183.18840000001,0,0.0
492,45.4197,184426,8376573.5922,0,0.0
2249,320.874,365201,117183505.67400001,0,0.0
264,17.7912,29356,522278.4672,0,0.0
2123,26.1783,1747,45733.4901,0,0.0
116,27.1629,4471,121445.3259,0,0.0
1159,18.1708,13406,243597.7448,0,0.0
1270,263.009,490421,128985136.789,0,0.0
2165,28.2044,555,15653.442,0,0.0
1152,171.372,16119,2762345.268,0,0.0
792,79.0312,16186,1279199.0032,0,0.0
1979,51.6033,93757,4838170.5981,0,0.0
2185,56.1164,989,55499.1196,0,0.0

weighted_avg,NA,NA,441904780.98008,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,441904780.98008
