Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2264,44.9546,3673,165118.2458,0,0.0
812,334.908,12984,4348445.472,0,0.0
1358,97.2156,11790,1146171.9239999999,0,0.0
1778,40.8635,1,40.8635,0,0.0
828,45.4532,311,14135.9452,0,0.0
2213,8.07837,9,72.70533,0,0.0
1726,65.5195,26,1703.5069999999998,0,0.0
2054,37.2896,235,8763.056,0,0.0
1903,16.1097,23,370.5231,0,0.0
509,133.977,9988,1338162.276,0,0.0
1751,10.0901,0,0.0,0,0.0
62,40.4224,789,31893.273600000004,0,0.0
2151,40.7196,168,6840.8928,0,0.0
239,98.774,263,25977.562,0,0.0
1893,44.3029,0,0.0,0,0.0
1305,111.513,15000,1672695.0,0,0.0
1673,34.2884,107,3668.8588000000004,0,0.0
492,45.4197,8116,368626.2852,0,0.0
2249,320.874,20357,6532032.018,0,0.0
264,17.7912,1432,25476.9984,0,0.0
2123,26.1783,65,1701.5895,0,0.0
116,27.1629,306,8311.8474,0,0.0
1159,18.1708,133,2416.7164,0,0.0
1270,263.009,8236,2166142.1240000003,0,0.0
2165,28.2044,24,676.9056,0,0.0
1152,171.372,795,136240.74000000002,0,0.0
792,79.0312,2191,173157.3592,0,0.0
1979,51.6033,1936,99903.98879999999,0,0.0
2185,56.1164,5,280.582,0,0.0

weighted_avg,NA,NA,18279027.25963,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,18279027.25963
