Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
49,53.1722,6865,365027.153,448510,23848263.422
1172,4605.89,8187,37708421.43,490967,2261339995.63

weighted_avg,NA,NA,38073448.583,NA,2285188259.052
weighted_%,NA,NA,0.016387929288326903,NA,0.983612070711673
weighted_total,2323261707.635
