Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
49,53.1722,116430,6190839.245999999,0,0.0
1172,4605.89,130757,602252358.73,0,0.0

weighted_avg,NA,NA,608443197.9760001,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,608443197.9760001
