Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
49,53.1722,1112247,59140619.9334,1810204,96252529.12879999
1172,4605.89,1067904,4918648354.56,1985017,9142769950.130001

weighted_avg,NA,NA,4977788974.493401,NA,9239022479.2588
weighted_%,NA,NA,0.35013399387663874,NA,0.6498660061233613
weighted_total,14216811453.752201
