Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
49,53.1722,1548140,82318009.70799999,2734173,145381993.59059998
1172,4605.89,1585018,7300418556.02,2995677,13797758737.53

weighted_avg,NA,NA,7382736565.728001,NA,13943140731.1206
weighted_%,NA,NA,0.34618676938645676,NA,0.6538132306135431
weighted_total,21325877296.848602
