Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
49,53.1722,14937410,794254952.002
1172,4605.89,15424590,71043964835.1

weighted_avg,NA,NA,71838219787.102
weighted_%,NA,NA,1.0
weighted_total,71838219787.102
