Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
49,53.1722,10.585,562.827737
1172,4605.89,10.589,48771.769210000006

weighted_avg,NA,NA,49334.596947000005
weighted_%,NA,NA,1.0
weighted_total,49334.596947000005
