Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
49,53.1722,45869,2438955.6418,3685,195939.557
1172,4605.89,51617,237742224.13000003,3063,14107841.07

weighted_avg,NA,NA,240181179.7718,NA,14303780.627
weighted_%,NA,NA,0.9437932182531151,NA,0.056206781746884905
weighted_total,254484960.39880002
