Simpoints,Weight,FDIP_SENIORITY_FTQ_ACCUMULATED_val,FDIP_SENIORITY_FTQ_ACCUMULATED_w_val
4118,2431.67,868686508,2112358920908.36
1010,22.174,911211670,20205207570.579998
1362,2347.06,870268602,2042572625010.1199
5198,1186.62,804472509,954603168629.58

weighted_avg,NA,NA,5129739922118.64
weighted_%,NA,NA,1.0
weighted_total,5129739922118.64
