Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
4118,2431.67,2549680,6199980365.6
1010,22.174,2808045,62265589.83
1362,2347.06,2669100,6264537846.0
5198,1186.62,2599635,3084778883.7

weighted_avg,NA,NA,15611562685.130001
weighted_%,NA,NA,1.0
weighted_total,15611562685.130001
