Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
4118,2431.67,30262,73587197.54
1010,22.174,33317,738771.1579999999
1362,2347.06,30304,71125306.24
5198,1186.62,29777,35333983.739999995

weighted_avg,NA,NA,180785258.67800003
weighted_%,NA,NA,1.0
weighted_total,180785258.67800003
