Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
4118,2431.67,104677744,254541729752.48
1010,22.174,179544484,3981219388.216
1362,2347.06,105331633,247219662548.97998
5198,1186.62,102418166,121531444138.91998

weighted_avg,NA,NA,627274055828.596
weighted_%,NA,NA,1.0
weighted_total,627274055828.596
