Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
4118,2431.67,135656,329870625.52,20217,49161072.39
1010,22.174,133647,2963488.5779999997,22418,497096.73199999996
1362,2347.06,135461,317935094.65999997,20195,47398876.699999996
5198,1186.62,135330,160585284.6,20582,24423012.839999996

weighted_avg,NA,NA,811354493.3579999,NA,121480058.662
weighted_%,NA,NA,0.8697731999753419,NA,0.13022680002465803
weighted_total,932834552.02
