cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
4,7ffda9f76924,7ffdac66bc40,0,60,0,0,0,0,0,1,0,0,2
5,7ffda9f76910,7ffdac6803b0,0,60,0,0,0,0,0,1,0,0,2
2,7ffda9f768fb,7ffda9f76906,0,60,0,2,0,0,0,1,0,0,6
7,7ffdac6d787c,7ffdac63e27d,0,275,0,0,0,0,0,0,0,0,0
3,7ffda9e7d9ea,7ffda9e7dd80,0,294,0,0,0,0,0,1,0,0,2
2,7ffda9e7ddad,0,0,200,0,0,0,0,0,0,0,0,0
2,7ffda9e7d1e3,0,0,246,0,0,0,0,0,1,0,0,2
2,7ffda9e7d1a2,7ffda9e7d200,0,13,0,7,0,0,0,1,0,0,16
2,7ffda9e7dde5,7ffda9e7dd93,0,576,0,7,0,0,0,1,0,0,16
3,7ffda9ef5de5,7ffda9e9f3a0,0,2,0,0,0,0,0,1,0,0,2
2,7ffda9e7dda7,7ffda9e7de25,0,588,0,31,0,0,0,1,0,0,64
2,7ffda9ef5df9,7ffda9ef5e1e,0,2,0,0,0,0,0,1,0,0,2
5,7ffda9e7c1b8,7ffda9e7dd60,0,147,0,0,0,0,0,1,0,0,2
2,7ffda9e7d9fa,0,0,294,0,0,0,0,0,0,0,0,0
2,7ffda9e7ddfd,7ffda9e7dd90,0,48,0,0,0,0,0,1,0,0,2
2,7ffda9e7d1b0,0,0,259,0,0,0,0,0,0,0,0,0
2,7ffda9e7ddb3,7ffda9e7de25,0,200,0,0,0,0,0,1,0,0,2
2,7ffda9ef5db5,7ffda9ef5dc3,0,2,0,0,0,0,0,1,0,0,2
2,7ffda9e7d1f4,0,0,246,0,0,0,0,0,0,0,0,0
2,7ffda9e7ddf7,7ffda9e7dd90,0,140,0,11,0,0,0,1,0,0,24
5,7ffda9e7c1f6,7ffda9e7dd60,0,147,0,0,0,0,0,1,0,0,2
1,7ffda9e7d1f6,7ffda9e7d130,0,246,0,0,0,0,0,1,0,0,2
2,7ffda9e7d1c8,7ffda9e7d1e0,0,259,0,11,0,0,0,1,0,0,24
1,7ffda9e7dd8b,7ffda9e7dd93,0,1176,0,0,0,0,0,1,0,0,2
1,7ffda9e7d18e,7ffda9e7d1a4,0,253,0,0,0,0,0,1,0,0,2
2,7ffda9e7ddc5,0,0,1164,0,0,0,0,0,0,0,0,0
2,7ffda9e7dd9a,7ffda9e7ddc0,0,1752,0,12,0,0,0,1,0,0,26
2,7ffda9e7ddd3,7ffda9e7de25,0,1164,0,6,0,0,0,1,0,0,14
3,7ffda9ef5dd4,7ffda9acca30,0,2,0,0,0,0,0,1,0,0,2
2,7ffda9e7d1d4,0,0,13,0,0,0,0,0,0,0,0,0
5,7ffda9e7c1d7,7ffda9e7dd60,0,147,0,0,0,0,0,1,0,0,2
1,7ffda9e7d1d6,7ffda9e7d190,0,13,0,0,0,0,0,1,0,0,2
7,7ffda9ed452b,7ffda9f045f7,0,22119,0,0,0,0,0,0,0,0,0
2,7ffda9f7556a,7ffda9f75500,0,44,0,0,0,0,0,1,0,0,2
2,7ffda9e7dd62,0,0,4998,0,0,0,0,0,3,0,0,6
3,7ffda9e7d122,7ffda9e34d10,0,7,0,0,0,0,0,1,0,0,2
2,7ffda9e7dd67,0,0,4998,0,0,0,0,0,0,0,0,0
2,7ffda9e7dd3b,7ffda9e7dd4f,0,1164,0,8,0,0,0,1,0,0,18
2,7ffda9e7dd3f,0,0,876,0,0,0,0,0,0,0,0,0
2,7ffda9e7d171,7ffda9e7d200,0,299,0,34,0,0,0,1,0,0,70
2,7ffda9f75533,0,0,44,0,0,0,0,0,0,0,0,0
2,7ffda9e7dd34,0,0,1164,0,0,0,0,0,0,0,0,0
2,7ffda9e7d137,7ffda9e7d237,0,343,0,13,0,0,0,1,0,0,28
1,7ffda9e7d94b,7ffda9e7d9e2,0,294,0,0,0,0,0,1,0,0,2
2,7ffda9ef5d0e,7ffda9ef5d63,0,318,0,1,0,0,0,1,0,0,4
7,7ffda9e7c959,7ffda9d9d334,0,541,0,0,0,0,0,0,0,0,0
2,7ffda9e7d91e,0,0,294,0,0,0,0,0,0,0,0,0
