Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
517,810.151,16560,13416100.559999999
5297,898.498,17520,15741684.96
5168,967.77,17042,16492736.34
2807,979.819,17177,16830350.963
2215,509.983,17044,8692150.252
1490,862.35,17324,14939351.4
3954,490.914,16799,8246864.285999999
2031,399.553,16695,6670537.335

weighted_avg,NA,NA,101029776.096
weighted_%,NA,NA,1.0
weighted_total,101029776.096
