Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
517,810.151,333593,270260702.543,56280,45595298.279999994
5297,898.498,330524,296975152.952,58492,52554945.016
5168,967.77,333478,322730004.06,56310,54495128.699999996
2807,979.819,333377,326649118.763,56361,55223578.658999994
2215,509.983,333128,169889616.824,56499,28813529.517
1490,862.35,332014,286312272.90000004,57140,49274679.0
3954,490.914,333262,163602981.468,56322,27649258.308
2031,399.553,332791,132967642.423,56701,22655054.653

weighted_avg,NA,NA,1969387491.9330003,NA,336261472.1329999
weighted_%,NA,NA,0.8541575593797226,NA,0.14584244062027749
weighted_total,2305648964.066
