Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,43290,35071436.79,811115,657125628.365
5297,898.498,2260,2030605.4800000002,0,0.0,0,0.0,39545,35531103.410000004,869105,780889104.2900001
5168,967.77,0,0.0,0,0.0,0,0.0,59820,57892001.4,835550,808620223.5
2807,979.819,130,127376.47,0,0.0,0,0.0,61525,60283363.974999994,837030,820137897.5699999
2215,509.983,130,66297.79,0,0.0,0,0.0,56925,29030782.275,842235,429525532.005
1490,862.35,4095,3531323.25,0,0.0,0,0.0,50385,43449504.75,866940,747605709.0
3954,490.914,195,95728.23,0,0.0,0,0.0,58600,28767560.4,841510,413109040.14
2031,399.553,0,0.0,0,0.0,0,0.0,63690,25447530.57,852315,340545015.195

weighted_avg,NA,NA,5851331.220000001,NA,0.0,NA,0.0,NA,315473283.57,NA,4997558150.065001
weighted_%,NA,NA,0.0011001053188581635,NA,0.0,NA,0.0,NA,0.05931194529319546,NA,0.9395879493879464
weighted_total,5318882764.8550005
