Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
517,810.151,874480,708460846.4799999
5297,898.498,934730,839853035.5400001
5168,967.77,915110,885616004.6999999
2807,979.819,919375,900821093.125
2215,509.983,919450,468903869.35
1490,862.35,945205,815097531.75
3954,490.914,920200,451739062.8
2031,399.553,936005,373983605.765

weighted_avg,NA,NA,5444475049.51
weighted_%,NA,NA,1.0
weighted_total,5444475049.51
