Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
517,810.151,0,0.0,10615,8599752.865
5297,898.498,0,0.0,11581,10405505.338000001
5168,967.77,0,0.0,11119,10760634.629999999
2807,979.819,0,0.0,11241,11014145.378999999
2215,509.983,0,0.0,11110,5665911.13
1490,862.35,1,862.35,11383,9816130.05
3954,490.914,0,0.0,10867,5334762.438
2031,399.553,0,0.0,10758,4298391.174

weighted_avg,NA,NA,862.35,NA,65895233.00400001
weighted_%,NA,NA,1.3086511353478153e-05,NA,0.9999869134886465
weighted_total,65896095.35400001
