Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
517,810.151,190808,154583292.008,6258,5069924.958,4227202,3424671927.502
5297,898.498,192911,173330147.678,6072,5455679.856000001,4227836,3798702190.328
5168,967.77,196989,190640044.53,5000,4838850.0,4222780,4086679800.6
2807,979.819,189717,185888321.223,5425,5315518.075,4229314,4143962214.166
2215,509.983,196390,100155561.37,4916,2507076.428,4223454,2153889741.282
1490,862.35,196403,169368127.05,5231,4510952.850000001,4225341,3643722811.35
3954,490.914,196196,96315363.144,4927,2418733.278,4223474,2073362515.236
2031,399.553,195745,78210501.985,4836,1932238.308,4224077,1687742637.581

weighted_avg,NA,NA,1148491358.988,NA,32048973.753,NA,25012733838.045002
weighted_%,NA,NA,0.04384680401157868,NA,0.0012235573736995812,NA,0.9549296386147217
weighted_total,26193274170.786003
