Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
517,810.151,1463728,1185840702.928,320441,259605596.591
5297,898.498,1463954,1315359741.092,335786,301703049.42800003
5168,967.77,1463569,1416398171.1299999,325230,314747837.1
2807,979.819,1463332,1433800496.908,320728,314255388.232
2215,509.983,1464454,746846644.2820001,322513,164476147.279
1490,862.35,1464638,1263030579.3,330815,285278315.25
3954,490.914,1463966,718681404.924,323258,158691877.812
2031,399.553,1464988,585340350.364,322590,128891802.27

weighted_avg,NA,NA,8665298090.928,NA,1927650013.9620001
weighted_%,NA,NA,0.8180251621291204,NA,0.1819748378708797
weighted_total,10592948104.89
