Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
517,810.151,353834,286658968.93399996,69790,56540438.29
5297,898.498,351667,315972096.166,72811,65420537.878000006
5168,967.77,353820,342416381.4,70348,68080683.96
2807,979.819,353747,346608031.793,70496,69073320.22399999
2215,509.983,353540,180299389.82,70555,35981850.565
1490,862.35,352648,304106002.8,71437,61603696.95
3954,490.914,353634,173603881.47599998,70140,34432707.96
2031,399.553,353283,141155282.499,70419,28136122.707

weighted_avg,NA,NA,2090820034.8879998,NA,419269358.534
weighted_%,NA,NA,0.8329663638144731,NA,0.1670336361855268
weighted_total,2510089393.422
