Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
517,810.151,355870655,288308967018.90497
5297,898.498,356981282,320746967914.43604
5168,967.77,356390972,344904490972.44
2807,979.819,356358201,349166536145.61896
2215,509.983,355718482,181410378605.806
1490,862.35,358006005,308726478411.75
3954,490.914,357103785,175307247509.49
2031,399.553,356126066,142291238048.498

weighted_avg,NA,NA,2110862304626.9438
weighted_%,NA,NA,1.0
weighted_total,2110862304626.9438
