Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,1605,1300292.355,16639,13480102.489
5297,898.498,1,898.498,0,0.0,0,0.0,1554,1396265.892,17450,15678790.100000001
5168,967.77,0,0.0,0,0.0,0,0.0,1703,1648112.31,16658,16121112.66
2807,979.819,2,1959.638,0,0.0,0,0.0,1724,1689207.956,16671,16334562.548999999
2215,509.983,2,1019.966,0,0.0,0,0.0,1650,841471.95,16799,8567204.417
1490,862.35,13,11210.550000000001,0,0.0,0,0.0,1576,1359063.6,17097,14743597.950000001
3954,490.914,3,1472.742,0,0.0,0,0.0,1684,826699.176,16725,8210536.649999999
2031,399.553,0,0.0,0,0.0,0,0.0,1700,679240.1,16863,6737662.239

weighted_avg,NA,NA,16561.394,NA,0.0,NA,0.0,NA,9740353.339,NA,99873569.05399999
weighted_%,NA,NA,0.00015106559259719197,NA,0.0,NA,0.0,NA,0.08884712538461874,NA,0.9110018090227842
weighted_total,109630483.78699999
