Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
517,810.151,1256817,1018211549.367,504385,408628012.135,149,120712.499,0,0.0
5297,898.498,1270602,1141633355.796,505304,454014633.392,175,157237.15,162,145556.676
5168,967.77,1260922,1220282483.94,504636,488371581.71999997,437,422915.49,6,5806.62
2807,979.819,1256086,1230736928.434,504671,494486234.54899997,469,459535.111,0,0.0
2215,509.983,1258736,641933961.488,504546,257309882.718,414,211132.962,6,3059.898
1490,862.35,1266266,1091964485.1000001,504646,435181478.1,370,319069.5,155,133664.25
3954,490.914,1259599,618354783.486,504129,247483983.906,440,216002.16,0,0.0
2031,399.553,1259657,503299733.321,503964,201360328.092,514,205370.242,0,0.0

weighted_avg,NA,NA,7466417280.932001,NA,2986836134.612,NA,2111975.114,NA,288087.444
weighted_%,NA,NA,0.7141033601170348,NA,0.2856670930102588,NA,0.00020199360264026116,NA,2.7553270066128483e-05
weighted_total,10455653478.102001
