Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
517,810.151,17081,13838189.230999999,0,0.0
5297,898.498,17844,16032798.312,1,898.498
5168,967.77,17201,16646611.77,0,0.0
2807,979.819,17225,16877382.275,0,0.0
2215,509.983,17318,8831885.594,0,0.0
1490,862.35,17529,15116133.15,1,862.35
3954,490.914,17267,8476612.038,0,0.0
2031,399.553,17426,6962610.578,0,0.0

weighted_avg,NA,NA,102782222.948,NA,1760.848
weighted_%,NA,NA,0.9999828684593166,NA,1.7131540683369834e-05
weighted_total,102783983.796
