Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
517,810.151,1038465,841313458.2149999,218352,176898091.15199998
5297,898.498,1041612,935886298.776,228990,205747057.02
5168,967.77,1038406,1004938174.62,222516,215344309.32
2807,979.819,1038263,1017309814.397,217823,213427114.037
2215,509.983,1039615,530185976.545,219121,111747984.943
1490,862.35,1040879,897602005.65,225387,194362479.45000002
3954,490.914,1039048,510083209.872,220551,108271573.614
2031,399.553,1040476,415725307.228,219181,87574426.093

weighted_avg,NA,NA,6153044245.302999,NA,1313373035.629
weighted_%,NA,NA,0.8240959504121022,NA,0.17590404958789788
weighted_total,7466417280.931998
