Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
49,53.1722,116021,6169091.816199999,53395,2839129.619
1172,4605.89,141375,651157698.75,55896,257450827.44000003

weighted_avg,NA,NA,657326790.5662,NA,260289957.05900002
weighted_%,NA,NA,0.7163413181672712,NA,0.2836586818327288
weighted_total,917616747.6252
