Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
49,53.1722,4113150,218705234.42999998
1172,4605.89,4174375,19226712068.75

weighted_avg,NA,NA,19445417303.18
weighted_%,NA,NA,1.0
weighted_total,19445417303.18
