Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
49,53.1722,930223,49462003.400599994,624042,33181686.032399997
1172,4605.89,877088,4039770848.32,622656,2867885043.84

weighted_avg,NA,NA,4089232851.7206,NA,2901066729.8724003
weighted_%,NA,NA,0.5849867811800873,NA,0.4150132188199127
weighted_total,6990299581.593
