Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
49,53.1722,90327,4802885.3094
1172,4605.89,97400,448613686.00000006

weighted_avg,NA,NA,453416571.3094001
weighted_%,NA,NA,1.0
weighted_total,453416571.3094001
