Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
49,53.1722,13.847,736.2754534
1172,4605.89,13.724,63211.23436

weighted_avg,NA,NA,63947.5098134
weighted_%,NA,NA,1.0
weighted_total,63947.5098134
