Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
49,53.1722,455729,24232113.5338,28192,1499030.6623999998,4466173,237476243.9906
1172,4605.89,486499,2240760879.11,30695,141377793.55,4588320,21133297204.800003

weighted_avg,NA,NA,2264992992.6438003,NA,142876824.21240002,NA,21370773448.790604
weighted_%,NA,NA,0.09525324751879573,NA,0.00600861969357248,NA,0.8987381327876317
weighted_total,23778643265.646805
