Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
49,53.1722,47049,2501698.8378,0,0.0
1172,4605.89,52124,240077410.36,0,0.0

weighted_avg,NA,NA,242579109.1978,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,242579109.1978
