Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
49,53.1722,558155,29678329.290999997,58550,3113232.3099999996
1172,4605.89,647621,2982871087.69,53597,246861886.33

weighted_avg,NA,NA,3012549416.981,NA,249975118.64000002
weighted_%,NA,NA,0.9233798502016725,NA,0.07662014979832754
weighted_total,3262524535.621
