Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
49,53.1722,54413,2893258.9186
1172,4605.89,58887,271227044.43

weighted_avg,NA,NA,274120303.34860003
weighted_%,NA,NA,1.0
weighted_total,274120303.34860003
