Simpoints,Weight,FDIP_SENIORITY_FTQ_ACCUMULATED_val,FDIP_SENIORITY_FTQ_ACCUMULATED_w_val
49,53.1722,916063978,48709137051.0116
1172,4605.89,975857068,4494690310930.5205

weighted_avg,NA,NA,4543399447981.532
weighted_%,NA,NA,1.0
weighted_total,4543399447981.532
