Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
49,53.1722,64680,3439177.8959999997,1329,70665.8538
1172,4605.89,69543,320307408.27000004,705,3247152.45

weighted_avg,NA,NA,323746586.16600007,NA,3317818.3038000003
weighted_%,NA,NA,0.9898557646186583,NA,0.010144235381341706
weighted_total,327064404.46980006
