Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
49,53.1722,904266,48081812.6052,314183,16705801.3126
1172,4605.89,845723,3895307108.4700003,302649,1393968002.6100001

weighted_avg,NA,NA,3943388921.0752,NA,1410673803.9226
weighted_%,NA,NA,0.7365227349062894,NA,0.2634772650937106
weighted_total,5354062724.9978
