Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
49,53.1722,66489464,3535391077.7008
1172,4605.89,63668211,293248776362.79004

weighted_avg,NA,NA,296784167440.49084
weighted_%,NA,NA,1.0
weighted_total,296784167440.49084
