Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
49,53.1722,951407,50588403.285399996,637246,33883771.761199996
1172,4605.89,883372,4068714261.0800004,643145,2962255124.05

weighted_avg,NA,NA,4119302664.3654003,NA,2996138895.8112
weighted_%,NA,NA,0.5789243899380943,NA,0.4210756100619057
weighted_total,7115441560.1766
