Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
49,53.1722,13.846,736.2222812
1172,4605.89,13.722,63202.022580000004

weighted_avg,NA,NA,63938.2448612
weighted_%,NA,NA,1.0
weighted_total,63938.2448612
