Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
49,53.1722,4667799,248197141.98779997
1172,4605.89,4530034,20864838300.260002

weighted_avg,NA,NA,21113035442.247803
weighted_%,NA,NA,1.0
weighted_total,21113035442.247803
