Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
49,53.1722,611203740,32499047504.027996
1172,4605.89,576758862,2656487874897.18

weighted_avg,NA,NA,2688986922401.208
weighted_%,NA,NA,1.0
weighted_total,2688986922401.208
