Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
49,53.1722,108631702,5776186585.084399
1172,4605.89,100817817,464355775142.13

weighted_avg,NA,NA,470131961727.2144
weighted_%,NA,NA,1.0
weighted_total,470131961727.2144
