Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
49,53.1722,1549079,82367938.4038,55862,2970305.4364
1172,4605.89,1560065,7185487782.85,61883,285026290.87

weighted_avg,NA,NA,7267855721.2538,NA,287996596.3064
weighted_%,NA,NA,0.961884300512719,NA,0.03811569948728096
weighted_total,7555852317.560201
