Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
49,53.1722,140677,7480105.579399999,6826,362953.4372
1172,4605.89,162192,747038510.88,6973,32116870.970000003

weighted_avg,NA,NA,754518616.4593999,NA,32479824.4072
weighted_%,NA,NA,0.9587294933247454,NA,0.041270506675254635
weighted_total,786998440.8665999
