Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
49,53.1722,119482,6353120.800399999,56913,3026189.4186
1172,4605.89,145692,671041325.88,59922,275994140.58000004

weighted_avg,NA,NA,677394446.6804,NA,279020329.99860007
weighted_%,NA,NA,0.7082643045651654,NA,0.2917356954348345
weighted_total,956414776.6790001
