Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
49,53.1722,4334205,230459215.10099998
1172,4605.89,4567425,21037057133.25

weighted_avg,NA,NA,21267516348.351
weighted_%,NA,NA,1.0
weighted_total,21267516348.351
