Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
49,53.1722,54443,2894854.0845999997,1419,75451.35179999999
1172,4605.89,60607,279149175.23,1276,5877115.640000001

weighted_avg,NA,NA,282044029.3146,NA,5952566.991800001
weighted_%,NA,NA,0.9793311203391201,NA,0.020668879660879935
weighted_total,287996596.3064
