Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2264,44.9546,170417,7661028.0682,994,44684.8724,3855400,173317964.84
812,334.908,63635,21311870.580000002,918,307445.544,4078670,1365979212.3600001
1358,97.2156,279907,27211326.949199997,6353,617610.7067999999,3276710,318547328.676
1778,40.8635,352243,14393881.830500001,2818,115153.34300000001,17510766,715551186.441
828,45.4532,966078,43911336.549600005,9286,422078.41520000005,3454207,157004761.6124
2213,8.07837,809515,6539561.6905499995,55681,449811.71997,4050972,32725250.67564
1726,65.5195,95491,6256522.574499999,1838,120424.84099999999,3931631,257598497.30449998
2054,37.2896,52357,1952371.5872,421,15698.9216,3320226,123809899.4496
1903,16.1097,653632,10529815.4304,2506,40370.9082,2530323,40762744.4331
509,133.977,1016098,136133761.746,5111,684756.447,2627541,352030060.557
1751,10.0901,299237,3019331.2537,10548,106430.37479999999,3209067,32379806.936699998
62,40.4224,59205,2393208.1920000003,562,22717.3888,4102403,165828975.0272
2151,40.7196,458449,18667859.9004,8520,346930.99199999997,3712750,151181694.9
239,98.774,96270,9508972.98,86,8494.564,3892152,384443421.648
1893,44.3029,413733,18329571.725700002,674,29860.1546,1610963,71370332.6927
1305,111.513,296711,33087133.743,11804,1316299.452,3682114,410603578.482
1673,34.2884,85299,2924766.2316,57,1954.4388000000001,4745728,162723419.95520002
492,45.4197,636238,28897739.0886,5567,252851.4699,2592825,117765333.6525
2249,320.874,160792,51593972.208000004,9780,3138147.72,4311865,1383565370.01
264,17.7912,624477,11110195.2024,67547,1201742.1864,3094322,55051701.5664
2123,26.1783,349874,9159106.5342,529,13848.3207,1867279,48882189.8457
116,27.1629,267983,7279195.4307,1056,28684.0224,2899145,78749185.7205
1159,18.1708,121270,2203572.916,22272,404700.0576,3422424,62188182.0192
1270,263.009,172111,45266741.999000005,6478,1703772.3020000001,3741687,984097356.1830001
2165,28.2044,119304,3364897.7376,3513,99082.0572,3387506,95542574.2264
1152,171.372,405322,69460841.78400001,8429,1444494.5880000002,3433636,588429068.592
792,79.0312,75451,5962983.0712,72,5690.2464,3727285,294571806.292
1979,51.6033,629667,32492895.101099998,17508,903470.5763999999,2472838,127606601.1654
2185,56.1164,988403,55465618.1092,4699,263690.9636,3105742,174283060.36879998

weighted_avg,NA,NA,686090080.2145501,NA,14110897.59477,NA,8926590565.632942
weighted_%,NA,NA,0.07126882067804952,NA,0.0014657944478274586,NA,0.927265384874123
weighted_total,9626791543.442263
