Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,42,1888.0932,0,0.0,0,0.0,122,5484.4612,3865,173749.529
812,334.908,0,0.0,0,0.0,0,0.0,382,127934.856,7500,2511810.0
1358,97.2156,4,388.8624,0,0.0,0,0.0,1743,169446.7908,13042,1267885.8551999999
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,23,939.8605
828,45.4532,1,45.4532,0,0.0,0,0.0,36,1636.3152,537,24408.368400000003
2213,8.07837,0,0.0,0,0.0,0,0.0,5,40.39185,52,420.07524
1726,65.5195,0,0.0,0,0.0,0,0.0,1,65.5195,40,2620.7799999999997
2054,37.2896,2,74.5792,0,0.0,0,0.0,10,372.896,406,15139.5776
1903,16.1097,0,0.0,0,0.0,0,0.0,0,0.0,31,499.40070000000003
509,133.977,14,1875.678,0,0.0,0,0.0,518,69400.086,5694,762865.0380000001
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,2,80.8448,0,0.0,0,0.0,10,404.22400000000005,644,26032.0256
2151,40.7196,5,203.598,0,0.0,0,0.0,19,773.6724,375,15269.85
239,98.774,0,0.0,0,0.0,0,0.0,1,98.774,59,5827.666
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,25,2787.8250000000003,0,0.0,0,0.0,2484,276998.292,17415,1941998.895
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,85,2914.514
492,45.4197,20,908.394,0,0.0,0,0.0,382,17350.325399999998,5398,245175.5406
2249,320.874,36,11551.464,0,0.0,0,0.0,2578,827213.172,20714,6646584.036
264,17.7912,45,800.604,0,0.0,0,0.0,41,729.4392,1084,19285.6608
2123,26.1783,0,0.0,0,0.0,0,0.0,0,0.0,7,183.2481
116,27.1629,0,0.0,0,0.0,0,0.0,1,27.1629,67,1819.9143000000001
1159,18.1708,4,72.6832,0,0.0,0,0.0,30,545.124,379,6886.7332
1270,263.009,457,120195.11300000001,0,0.0,0,0.0,2713,713543.417,17463,4592926.167
2165,28.2044,5,141.022,0,0.0,0,0.0,0,0.0,8,225.6352
1152,171.372,18,3084.6960000000004,0,0.0,0,0.0,18,3084.6960000000004,572,98024.78400000001
792,79.0312,1,79.0312,0,0.0,0,0.0,1,79.0312,136,10748.243199999999
1979,51.6033,34,1754.5122,0,0.0,0,0.0,51,2631.7682999999997,1263,65174.967899999996
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,35,1964.074

weighted_avg,NA,NA,145932.4534,NA,0.0,NA,0.0,NA,2217860.41495,NA,18441380.439540006
weighted_%,NA,NA,0.007014238778037846,NA,0.0,NA,0.0,NA,0.10660139101599864,NA,0.8863843702059636
weighted_total,20805173.307890005
