Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2264,44.9546,26540,1193095.084,0,0.0,0,0.0,470,21128.662,404880,18201218.448
812,334.908,0,0.0,0,0.0,0,0.0,18240,6108721.92,345365,115665501.42
1358,97.2156,935,90896.586,0,0.0,0,0.0,123395,11995918.962,1830100,177914269.56
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,1740,71102.49
828,45.4532,950,43180.54,0,0.0,0,0.0,1210,54998.372,140415,6382311.078000001
2213,8.07837,0,0.0,0,0.0,0,0.0,0,0.0,9795,79127.63415
1726,65.5195,20,1310.3899999999999,0,0.0,0,0.0,0,0.0,1470,96313.665
2054,37.2896,1030,38408.288,0,0.0,0,0.0,0,0.0,47485,1770696.656
1903,16.1097,0,0.0,0,0.0,0,0.0,0,0.0,5275,84978.6675
509,133.977,2560,342981.12,0,0.0,0,0.0,48955,6558844.035,517965,69395396.805
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,1080,43656.192,0,0.0,0,0.0,90,3638.016,101090,4086300.416
2151,40.7196,5145,209502.342,0,0.0,0,0.0,3615,147201.354,123440,5026427.424
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,3135,309656.49
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,3740,417058.62,0,0.0,0,0.0,199870,22288103.310000002,2776300,309593541.90000004
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,6845,234704.09800000003
492,45.4197,4450,202117.665,0,0.0,0,0.0,22675,1029891.6975,550250,24992189.925
2249,320.874,3840,1232156.1600000001,0,0.0,0,0.0,123330,39573390.42,1592925,511128216.45000005
264,17.7912,10320,183605.184,0,0.0,0,0.0,0,0.0,145325,2585506.14
2123,26.1783,0,0.0,0,0.0,0,0.0,0,0.0,805,21073.5315
116,27.1629,0,0.0,0,0.0,0,0.0,0,0.0,13240,359636.79600000003
1159,18.1708,4965,90218.022,0,0.0,0,0.0,150,2725.62,68260,1240338.808
1270,263.009,200770,52804316.93,0,0.0,0,0.0,15195,3996421.7550000004,4145365,1090268303.285
2165,28.2044,325,9166.43,0,0.0,0,0.0,0,0.0,1185,33422.214
1152,171.372,4680,802020.9600000001,0,0.0,0,0.0,120,20564.640000000003,38585,6612388.62
792,79.0312,65,5137.028,0,0.0,0,0.0,0,0.0,12990,1026615.288
1979,51.6033,13400,691484.22,0,0.0,0,0.0,10555,544672.8315,254595,13137942.1635
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,10955,614755.162

weighted_avg,NA,NA,58400311.76099999,NA,0.0,NA,0.0,NA,92346221.59499998,NA,2360931935.134651
weighted_%,NA,NA,0.023251507903435838,NA,0.0,NA,0.0,NA,0.03676673696633384,NA,0.9399817551302303
weighted_total,2511678468.490651
