Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
517,810.151,76118,61667073.817999996,18825,15251092.575
5297,898.498,76105,68380190.29,19507,17527000.486
5168,967.77,76111,73657942.47,18880,18271497.6
2807,979.819,76068,74532871.692,18900,18518579.099999998
2215,509.983,76087,38803076.521,18916,9646838.428
1490,862.35,76070,65598964.5,19496,16812375.6
3954,490.914,75874,37247608.835999995,18894,9275329.116
2031,399.553,75924,30335661.972,18927,7562339.631

weighted_avg,NA,NA,450223390.099,NA,112865052.536
weighted_%,NA,NA,0.7995607013210172,NA,0.20043929867898275
weighted_total,563088442.635
