Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,95,76964.345,814110,659552030.61
5297,898.498,0,0.0,0,0.0,0,0.0,35,31447.43,863490,775844038.0200001
5168,967.77,0,0.0,0,0.0,0,0.0,135,130648.95,839575,812515497.75
2807,979.819,0,0.0,0,0.0,0,0.0,230,225358.37,842800,825791453.1999999
2215,509.983,0,0.0,0,0.0,0,0.0,35,17849.405,845170,431022332.11
1490,862.35,260,224211.0,0,0.0,0,0.0,0,0.0,863660,744777201.0
3954,490.914,0,0.0,0,0.0,0,0.0,55,27000.27,845625,415129151.25
2031,399.553,0,0.0,0,0.0,0,0.0,60,23973.18,855570,341845560.21

weighted_avg,NA,NA,224211.0,NA,0.0,NA,0.0,NA,533241.9500000001,NA,5006477264.150001
weighted_%,NA,NA,4.4777409621783116e-05,NA,0.0,NA,0.0,NA,0.00010649429877511984,NA,0.9998487282916031
weighted_total,5007234717.1
