Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
517,810.151,190833,154603545.783,6531,5291096.181,4226904,3424430502.5039997
5297,898.498,192788,173219632.424,6369,5722533.762,4227661,3798544953.178
5168,967.77,197090,190737789.29999998,5330,5158214.1,4222349,4086262691.73
2807,979.819,189918,186085264.84199998,5758,5641797.802,4228780,4143438990.8199997
2215,509.983,196564,100244298.412,5340,2723309.22,4222856,2153584771.448
1490,862.35,196188,169182721.8,5735,4945577.25,4225056,3643477041.6
3954,490.914,196325,96378691.05,5291,2597425.974,4222981,2073120494.634
2031,399.553,195635,78166551.155,5287,2112436.711,4223736,1687606390.008

weighted_avg,NA,NA,1148618494.7659998,NA,34192391.0,NA,25010465835.921997
weighted_%,NA,NA,0.04385165349759182,NA,0.0013053880720348648,NA,0.9548429584303734
weighted_total,26193276721.687996
