Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
517,810.151,93611726,75839633430.62599
5297,898.498,93626233,84122983098.03401
5168,967.77,93965823,90937304524.70999
2807,979.819,93789423,91896658654.437
2215,509.983,93426882,47646121563.006
1490,862.35,93843311,80925779240.85
3954,490.914,93940801,46116854382.114
2031,399.553,93899327,37517757800.831

weighted_avg,NA,NA,555003092694.608
weighted_%,NA,NA,1.0
weighted_total,555003092694.608
