Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
517,810.151,1473313,1193606000.263,15154,12277028.253999999
5297,898.498,1477950,1327935119.1000001,15915,14299595.67
5168,967.77,1476686,1429092410.22,15281,14788493.37
2807,979.819,1473866,1444121910.254,15324,15014746.355999999
2215,509.983,1474750,752097429.25,15383,7845068.489
1490,862.35,1479562,1275900290.7,15669,13512162.15
3954,490.914,1475303,724246896.942,15346,7533566.244
2031,399.553,1475089,589376235.217,15488,6188276.864

weighted_avg,NA,NA,8736376291.946,NA,91458937.39700001
weighted_%,NA,NA,0.9896397095073776,NA,0.010360290492622475
weighted_total,8827835229.342999
