Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
517,810.151,396771,321444422.421,37601,30462487.751
5297,898.498,396309,356082843.882,39342,35348708.316
5168,967.77,396617,383834034.09,38530,37288178.1
2807,979.819,396534,388531547.34599996,39491,38694032.129
2215,509.983,396541,202229168.803,38539,19654234.837
1490,862.35,396539,341955406.65000004,40515,34938110.25
3954,490.914,396496,194645437.34399998,37750,18532003.5
2031,399.553,396468,158409978.804,37627,15033980.731

weighted_avg,NA,NA,2347132839.3399997,NA,229951735.61400002
weighted_%,NA,NA,0.9107705902053663,NA,0.08922940979463377
weighted_total,2577084574.9539995
