Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,40,32406.039999999997,15114,12244622.214
5297,898.498,0,0.0,0,0.0,0,0.0,44,39533.912000000004,15871,14260061.758000001
5168,967.77,0,0.0,0,0.0,0,0.0,39,37743.03,15242,14750750.34
2807,979.819,0,0.0,0,0.0,0,0.0,55,53890.045,15269,14960856.310999999
2215,509.983,0,0.0,0,0.0,0,0.0,21,10709.643,15362,7834358.846
1490,862.35,4,3449.4,0,0.0,0,0.0,36,31044.600000000002,15629,13477668.15
3954,490.914,0,0.0,0,0.0,0,0.0,25,12272.85,15321,7521293.393999999
2031,399.553,0,0.0,0,0.0,0,0.0,15,5993.295,15473,6182283.569

weighted_avg,NA,NA,3449.4,NA,0.0,NA,0.0,NA,223593.41500000004,NA,91231894.582
weighted_%,NA,NA,3.771528620573221e-05,NA,0.0,NA,0.0,NA,0.0024447410101588853,NA,0.9975175437036354
weighted_total,91458937.397
