Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
517,810.151,1042289,844411475.6389999,384256,311305382.65599996
5297,898.498,1044027,938056171.4460001,404411,363362474.67800003
5168,967.77,1041763,1008186978.51,389459,376906736.43
2807,979.819,1041620,1020599066.78,383900,376152514.09999996
2215,509.983,1042950,531886769.85,385728,196714722.624
1490,862.35,1043678,900015723.3000001,394992,340621351.2
3954,490.914,1042740,511895664.36,387245,190103991.93
2031,399.553,1043874,417082988.322,386270,154335337.31

weighted_avg,NA,NA,6172134838.207001,NA,2309502510.928
weighted_%,NA,NA,0.7277055813800464,NA,0.2722944186199537
weighted_total,8481637349.135
